year,magnitude,age,deciduous,conifers,protected,elevation,precipitation,temperature,precipitation_lag1,temperature_lag1,precipitation_lag2,temperature_lag2,precipitation_lag3,temperature_lag3,cmi,rh,cmi_lag1,rh_lag1,cmi_lag2,rh_lag2,cmi_lag3,rh_lag3
2004, -912.3, 59.86,33.609,61.076,0,306, 791,3.73, 942,3.63, 799,4.73, 811,5.43,28.4,58.0,43.4,58.0,28.1,59.0,24.5,59.0
2004,-1162.6, 53.10,56.272,43.726,0,273, 780,4.12, 931,4.06, 779,5.12, 783,5.82,25.9,59.0,41.0,59.0,24.6,60.0,20.2,60.0
2004,-1677.9, 67.24,56.065,43.864,0,307, 789,3.79, 938,3.71, 795,4.81, 804,5.51,27.9,58.0,42.9,58.0,27.4,60.0,23.6,59.0
2004,-1329.4, 66.78,75.924,23.929,0,283, 783,4.10, 933,4.02, 781,5.10, 785,5.80,26.4,59.0,41.4,59.0,25.0,60.0,20.5,60.0
2004,-1127.7, 46.48,80.203,19.627,0,251, 781,4.38, 931,4.36, 774,5.38, 771,6.06,25.2,59.0,40.3,59.0,23.2,60.0,18.0,60.0
2004,-1224.1, 61.70,67.584,32.092,0,458, 853,3.05,1010,2.96, 874,4.06, 887,4.78,37.4,58.0,52.6,58.0,38.1,60.0,35.0,59.0
2004,-1490.6, 49.16,25.516,66.730,0,434, 840,3.13, 994,3.08, 858,4.13, 869,4.93,35.7,58.0,50.8,58.0,36.2,60.0,32.8,59.0
2004,-1165.3, 46.33,14.724,77.322,0,434, 840,3.13, 994,3.05, 857,4.13, 868,4.93,35.7,58.0,50.8,58.0,36.2,60.0,32.8,59.0
2004,-1020.9, 64.55,72.412,27.537,0,322, 804,4.00, 942,3.90, 796,5.00, 786,5.70,29.2,59.0,43.0,59.0,27.2,60.0,21.2,60.0
2004,-1033.2, 65.46,55.453,44.469,0,393, 839,3.88, 972,3.78, 819,4.88, 791,5.54,33.8,60.0,47.1,59.0,30.6,61.0,22.8,60.0
